address,contact,cuisines,event_date,event_desc,event_name,facility,featured_collections,geo_location_lat,geo_location_long,known_for,link,name,price_beer,price_two,price_two_comp,rating,timetable,votes,what_people_love_here
"New Vaddem, Near Marupi Temple, Vasco, Goa",+91 9923379136,"South Indian, Goan, Chinese",,,,"Breakfast,Serves Non Veg,Full Bar Available,Outdoor Seating",,undefined,undefined,,https://www.zomato.com/goa/sai-ashirwad-bar-and-restaurant-vasco,Sai Ashirwad Bar and Restaurant,Cash,600,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '10:30am – 3:30pm, 6pm – 11pm'], ['Tue', '10:30am – 3:30pm, 6pm – 11pm'], ['Wed', '10:30am – 3:30pm, 6pm – 11pm'], ['Thu', '10:30am – 3:30pm, 6pm – 11pm'], ['Fri', '10:30am – 3:30pm, 6pm – 11pm'], ['Sat', '10:30am – 3:30pm, 6pm – 11pm'], ['Sun', '10:30am – 3:30pm, 6pm – 11pm']]",N,
"A8, Asconwado, Uttorda Beach, Salcette, Goa","0832 6751000,  0832 6751077",Finger Food,,,,"Full Bar Available,Indoor Seating",,15.3168717000,73.9017920000,,https://www.zomato.com/goa/heart-bar-majorda,Heart Bar,125,"1,500",6 pints of beer + 2 appetizers,-,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"Near Goleshwar Temple, Chorao, Old Goa, Goa",+91 9850295010,"Goan, Biryani",,,,"Full Bar Available,Free Parking,Outdoor Seating,Indoor Seating,Kid Friendly",,15.5403380000,73.8874650000,,https://www.zomato.com/goa/killian-restaurant-old-goa,Killian Restaurant,Cash,500,2 mains + 2 beverages,-,"[['Mon', '11am – 11:30pm'], ['Tue', '10am – 11:30pm, 11am – 11:30pm'], ['Wed', '10am – 11:30pm, 11am – 11:30pm'], ['Thu', '10am – 11:30pm, 11am – 11:30pm'], ['Fri', '10am – 11:30pm, 11am – 11:30pm'], ['Sat', '10am – 11:30pm, 11am – 11:30pm'], ['Sun', '10am – 11:30pm, 11am – 11:30pm']]",N,
"Tivai Vaddo, Calangute, Goa",+91 8943701506,"Chinese, North Indian, Hyderabadi, Kerala",,,,"Breakfast,Home Delivery,Full Bar Available,Nightlife,Outdoor Seating,Indoor Seating,Serves Cocktails",,undefined,undefined,,https://www.zomato.com/goa/the-taste-of-malabar-bar-restaurant-calangute,The Taste of Malabar Bar & Restaurant,Cash,900,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 12midnight'], ['Tue', '8am – 12midnight'], ['Wed', '8am – 12midnight'], ['Thu', '8am – 12midnight'], ['Fri', '8am – 12midnight'], ['Sat', '8am – 12midnight'], ['Sun', '8am – 12midnight']]",N,
"Colva Beach, Colva, Goa","+91 9767411352,  +91 7756051613","North Indian, Chinese, Seafood",,,,"Serves Alcohol,Seaside,Indoor Seating,Outdoor Seating",,15.2755393397,73.9146580920,,https://www.zomato.com/goa/ashok-chef-colva,Ashok Chef,Cash,400,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 4pm, 7pm – 11pm'], ['Tue', '11am – 4pm, 7pm – 11pm'], ['Wed', '11am – 4pm, 7pm – 11pm'], ['Thu', '11am – 4pm, 7pm – 11pm'], ['Fri', '11am – 4pm, 7pm – 11pm'], ['Sat', '11am – 4pm, 7pm – 11pm'], ['Sun', '11am – 4pm, 7pm – 11pm']]",N,
"Carl Centre, Opposite Old Goa Police Station",+91 9921629214,"Seafood, Goan",,,,"Home Delivery,Full Bar Available,Indoor Seating",,15.5007203750,73.9157128707,,https://www.zomato.com/goa/amparo-old-goa,Amparo,Cash,350,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '9:30am – 3pm, 5pm – 10pm'], ['Tue', '9:30am – 3pm, 5pm – 10pm'], ['Wed', '9:30am – 3pm, 5pm – 10pm'], ['Thu', '9:30am – 3pm, 5pm – 10pm'], ['Fri', '9:30am – 3pm, 5pm – 10pm'], ['Sat', '9:30am – 3pm, 5pm – 10pm'], ['Sun', '9:30am – 3pm, 5pm – 10pm']]",N,
"Hotel Saffron Kiran, 12/6, Adjacent to Badarpur Toll, NH-2, Sector 35, Faridabad","+91 9818360047,  +91 9818490022","North Indian, Chinese, Fast Food",,,,"Breakfast,Wheelchair Accessible,Full Bar Available,Indoor Seating,Smoking Area,Valet Parking Available,Buffet",,28.4725881954,77.3062269017,,https://www.zomato.com/ncr/woodpecker-sector-35-faridabad,Woodpecker,290,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.3,"[['Mon', '24 Hours'], ['Tue', '24 Hours'], ['Wed', '24 Hours'], ['Thu', '24 Hours'], ['Fri', '24 Hours'], ['Sat', '24 Hours'], ['Sun', '24 Hours']]",21,
"Hi Tide Beach, Near Maria Guest House,, Canacona, Palolem, Goa",+91 9503140022,"North Indian, Continental, Italian",,,,"Serves Non Veg,Full Bar Available,Indoor Seating,Table Reservation Not Required,Wifi",,15.3106551631,73.9182616398,,https://www.zomato.com/goa/the-pande-bar-restaurants-palolem,The Pande Bar & Restaurants,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7am – 10:30pm'], ['Tue', '7am – 10:30pm'], ['Wed', '7am – 10:30pm'], ['Thu', '7am – 10:30pm'], ['Fri', '7am – 10:30pm'], ['Sat', '7am – 10:30pm'], ['Sun', '7am – 10:30pm']]",N,
"1/280, Gauravaddo, Opposite Tarcar Ice Factory, Calangute - Candolim Main Road, Calangute, Goa","+91 9049434231,  +91 9921929869","Seafood, Continental",,,,"Full Bar Available,Indoor Seating,Outdoor Seating",,15.5314120000,73.7644050000,,https://www.zomato.com/goa/epitacios-calangute,Epitacios,Cash,"1,400",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",N,
"Assolna- Jetty Road, Goa",+91 8757809092,"Seafood, Finger Food",,,,"Serves Non Veg,Wine and Beer,Indoor Seating,Free Parking,Serves Cocktails",,15.1818166642,73.9657350630,,https://www.zomato.com/goa/jocoral-family-restaurant-and-bar-cavelossim,Jocoral Family Restaurant And Bar,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 11:30pm'], ['Tue', '11am – 11:30pm'], ['Wed', '11am – 11:30pm'], ['Thu', '11am – 11:30pm'], ['Fri', '11am – 11:30pm'], ['Sat', '11am – 11:30pm'], ['Sun', '11am – 11:30pm']]",N,
"Ozran Beach Road, Next To AJ Super Market, Vagator, Goa",+91 9561097838,"Finger Food, Italian",,,,"Full Bar Available,Indoor Seating,Live Music,Nightlife,Smoking Area",,15.5960583149,73.7445802242,,https://www.zomato.com/goa/dont-tell-mama-vagator,Don't Tell Mama,Cash,900,6 pints of beer + 2 appetizers,-,"[['Mon', '8pm – 6am'], ['Tue', '8pm – 6am'], ['Wed', '8pm – 6am'], ['Thu', '8pm – 6am'], ['Fri', '8pm – 6am'], ['Sat', '8pm – 6am'], ['Sun', '8pm – 6am']]",N,
"Near Baga Beach, Tambudki, Baga, Goa",+91 8322267300,Modern Indian,,,,"Full Bar Available,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/aagor-pool-bar-resort-rio-baga,Aagor Pool Bar-Resort Rio,Cash,"2,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,NEW,"[['Mon', '11am – 8pm'], ['Tue', '11am – 8pm'], ['Wed', '11am – 8pm'], ['Thu', '11am – 8pm'], ['Fri', '11am – 8pm'], ['Sat', '11am – 8pm'], ['Sun', '11am – 8pm']]",N,
"Naik Wada, Ambekhand, Reis Magos, Bardez, Goa",+91 8322491950,Cafe,,,,"Breakfast,Full Bar Available,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/rio-cafe-bar-rio-boutique-hotel-bardez,Rio Cafe Bar - Rio Boutique Hotel,Cash,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,NEW,"[['Mon', '7am – 11pm'], ['Tue', '7am – 11pm'], ['Wed', '7am – 11pm'], ['Thu', '7am – 11pm'], ['Fri', '7am – 11pm'], ['Sat', '7am – 11pm'], ['Sun', '7am – 11pm']]",N,
"Anjuna Police Station Road, Starco Junction, Anjuna, Goa",+91 8322274866,"North Indian, Continental, Seafood",,,,"Breakfast,Full Bar Available,Indoor Seating,Outdoor Seating,Smoking Area",,15.5877326461,73.7419657409,,https://www.zomato.com/goa/portico-anjuna,Portico,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 11pm'], ['Tue', '8am – 11pm'], ['Wed', '8am – 11pm'], ['Thu', '8am – 11pm'], ['Fri', '8am – 11pm'], ['Sat', '8am – 11pm'], ['Sun', '8am – 11pm']]",N,
"Art Chamber, Castelo Vermelho, Calangute, Goa",+91 7507472587,Cafe,,,,"Full Bar Available,Live Entertainment,Outdoor Seating,Indoor Seating,Kid Friendly,Smoking Area,Live Music,Serves Cocktails,Disabled Friendly",,15.5342966338,73.7677185181,,https://www.zomato.com/goa/cafe-del-arte-calangute,Cafe del Arte,Cash,"1,000",2 sandwiches + 2 beverages,-,"[['Mon', '7pm – 11:30pm'], ['Tue', '7pm – 11:30pm'], ['Wed', '7pm – 11:30pm'], ['Thu', '7pm – 11:30pm'], ['Fri', '7pm – 11:30pm'], ['Sat', '7pm – 11:30pm'], ['Sun', 'Closed']]",N,
"Miguel Loyola Furtado Road, City Bus Stand, Margao, Goa",0832 2715522,"Goan, North Indian, Chinese, Seafood",,,,"Full Bar Available,Wifi,Indoor Seating",,15.2732167702,73.9564090222,,https://www.zomato.com/goa/carbon-and-street-margao,Carbon And Street,45,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 3pm, 7pm – 11pm'], ['Tue', '11am – 3pm, 7pm – 11pm'], ['Wed', '11am – 3pm, 7pm – 11pm'], ['Thu', '11am – 3pm, 7pm – 11pm'], ['Fri', '11am – 3pm, 7pm – 11pm'], ['Sat', '11am – 3pm, 7pm – 11pm'], ['Sun', '11am – 3pm, 7pm – 11pm']]",N,
"Betalbatim Beach, Betalbatim, Goa",+91 9850181831,"North Indian, Chinese, Continental",,,,"Serves Alcohol,Outdoor Seating,Table Reservation Not Required",,15.2924353317,73.9085486904,,https://www.zomato.com/goa/sunshine-betalbatim,Sunshine,Cash,600,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7am – 11pm'], ['Tue', '7am – 11pm'], ['Wed', '7am – 11pm'], ['Thu', '7am – 11pm'], ['Fri', '7am – 11pm'], ['Sat', '7am – 11pm'], ['Sun', '7am – 11pm']]",N,
"Candolim Beach, Candolim, Goa",+91 9822489874,"Goan, Seafood",,,,"Full Bar Available,Catering Available,Wifi,Outdoor Seating,Table Reservation Not Required",,15.5162477180,73.7632876262,,https://www.zomato.com/goa/camrose-shack-candolim,Camrose Shack,Cash,750,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 11pm'], ['Tue', '8am – 11pm'], ['Wed', '8am – 11pm'], ['Thu', '8am – 11pm'], ['Fri', '8am – 11pm'], ['Sat', '8am – 11pm'], ['Sun', '8am – 11pm']]",N,
"Fort Aguada road, Candolim, Goa",+91 9719505011,"Chinese, Goan, North Indian, Seafood",,,,"Breakfast,Full Bar Available,Smoking Area,Outdoor Seating,All Day Breakfast",,15.5161075113,73.7633600459,,https://www.zomato.com/goa/vibrant-beach-shack-candolim,Vibrant Beach Shack,Cash,500,2 mains + 2 beverages,-,"[['Mon', '8am – 11pm'], ['Tue', '8am – 11pm'], ['Wed', '8am – 11pm'], ['Thu', '8am – 11pm'], ['Fri', '8am – 11pm'], ['Sat', '8am – 11pm'], ['Sun', '8am – 11pm']]",N,
"Panaji-Old Goa Road, Near San Pedro Church, Old Goa, Goa",+91 9822388519,"Chinese, Goan, North Indian",,,,"Breakfast,Full Bar Available,Free Parking,Outdoor Seating,Indoor Seating,Table Reservation Not Required",,15.5002426311,73.8944225277,,https://www.zomato.com/goa/shree-restaurant-old-goa,Shree Restaurant,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '10am – 4pm, 6pm – 11pm'], ['Tue', '10am – 4pm, 6pm – 11pm'], ['Wed', '10am – 4pm, 6pm – 11pm'], ['Thu', '10am – 4pm, 6pm – 11pm'], ['Fri', '10am – 4pm, 6pm – 11pm'], ['Sat', '10am – 4pm, 6pm – 11pm'], ['Sun', '10am – 4pm, 6pm – 11pm']]",N,
"Gauravaddo, Aguada Siolim Road, Calangute, Goa",+91 9079370060,"North Indian, Chinese, Continental",,,,"Full Bar Available,Indoor Seating",,15.5325121000,73.7629553000,,https://www.zomato.com/goa/punjabi-grill-calangute,Punjabi Grill,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '9am – 11pm'], ['Tue', '9am – 11pm'], ['Wed', '9am – 11pm'], ['Thu', '9am – 11pm'], ['Fri', '9am – 11pm'], ['Sat', '9am – 11pm'], ['Sun', '9am – 11pm']]",N,
"Naika Vaddo, Calangute, Goa",+91 9503685068,"Continental, Fast Food",,,,"Beer,Indoor Seating,Serves Cocktails",,15.5452700738,73.7651624903,,https://www.zomato.com/goa/corrins-corner-calangute,Corrin's Corner,50,500,2 mains + 2 beverages,-,"[['Mon', '9am – 11pm'], ['Tue', '9am – 11pm'], ['Wed', '9am – 11pm'], ['Thu', '9am – 11pm'], ['Fri', '9am – 11pm'], ['Sat', '9am – 11pm'], ['Sun', '9am – 11pm']]",N,
"The Golden Palms Hotel, 6C, Opposite East Delhi Police Headquarter, IP Extension, New Delhi","+91 8800498938,  +91 8800498939","North Indian, Continental",,,,"Full Bar Available,4/5 Star,Indoor Seating,Buffet,Wifi",,28.6289243922,77.3147841543,,https://www.zomato.com/ncr/ambrosia-golden-palms-hotel-ip-extension-new-delhi,Ambrosia - The Golden Palms Hotel,199,"1,500",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,3.3,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",89,
"Baga Beach, Baga, Goa",+91 9552451877,"Italian, Russian, Continental, Chinese, Thai, North Indian",,,,"Breakfast,Full Bar Available,Wifi,Outdoor Seating",,15.5534201360,73.7525162101,,https://www.zomato.com/goa/buckingham-cafe-baga,Buckingham Cafe,70,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 12midnight'], ['Tue', '8am – 12midnight'], ['Wed', '8am – 12midnight'], ['Thu', '8am – 12midnight'], ['Fri', '8am – 12midnight'], ['Sat', '8am – 12midnight'], ['Sun', '8am – 12midnight']]",N,
"Holiday Inn Resort Goa Mobor Beach, Cavelossim, Goa",0832 2870000,"Continental, North Indian, Goan",,,,"Serves Alcohol,Outdoor Seating,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/sundowner-holiday-inn-cavelossim,Sundowner - Holiday Inn,Cash,"1,200",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,NEW,"[['Mon', '12noon – 11pm'], ['Tue', '12noon – 11pm'], ['Wed', '12noon – 11pm'], ['Thu', '12noon – 11pm'], ['Fri', '12noon – 11pm'], ['Sat', '12noon – 11pm'], ['Sun', '12noon – 11pm']]",N,
"Nazri Resort, Saunta Vaddo, Calangute - Baga Road, Baga, Goa",0832 2277390,"Continental, Chinese, Mughlai, North Indian",,,,"Serves Non Veg,Full Bar Available,Outdoor Seating,Wifi,Indoor Seating,Table Reservation Not Required,Desserts and Bakes",,15.5581930311,73.7567430362,,https://www.zomato.com/goa/the-lakefield-baga,The Lakefield,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 10am, 1pm – 3pm, 8pm – 11pm'], ['Tue', '8am – 10am, 1pm – 3pm, 8pm – 11pm'], ['Wed', '8am – 10am, 1pm – 3pm, 8pm – 11pm'], ['Thu', '8am – 10am, 1pm – 3pm, 8pm – 11pm'], ['Fri', '8am – 10am, 1pm – 3pm, 8pm – 11pm'], ['Sat', '8am – 10am, 1pm – 3pm, 8pm – 11pm'], ['Sun', '8am – 10am, 1pm – 3pm, 8pm – 11pm']]",N,
"Opposite Mayem Lake, Bicholim, Goa",,Fast Food,,,,"Full Bar Available,Indoor Seating",,15.5772076083,73.9391493425,,https://www.zomato.com/goa/narayan-bicholim,Narayan,Cash,400,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '9:30am – 10:30pm'], ['Tue', '9:30am – 10:30pm'], ['Wed', '9:30am – 10:30pm'], ['Thu', '9:30am – 10:30pm'], ['Fri', '9:30am – 10:30pm'], ['Sat', '9:30am – 10:30pm'], ['Sun', '9:30am – 10:30pm']]",N,
"Near Post Office, GPO, Panaji, Goa",+91 9822219198,Chinese,,,,"Serves Alcohol,Indoor Seating",,15.4993298291,73.8329040259,,https://www.zomato.com/goa/miskis-panaji,Miski's,Cash,500,2 mains + 2 beverages,-,"[['Mon', '9am – 3pm, 7:30pm – 11pm'], ['Tue', '9am – 3pm, 7:30pm – 11pm'], ['Wed', '9am – 3pm, 7:30pm – 11pm'], ['Thu', '9am – 3pm, 7:30pm – 11pm'], ['Fri', '9am – 3pm, 7:30pm – 11pm'], ['Sat', '9am – 3pm, 7:30pm – 11pm'], ['Sun', '9am – 3pm, 7:30pm – 11pm']]",N,
"Calangute-Anjuna Main Road, Padre Agnel Vaddo, Gauvaddi, Anjuna, Goa",+91 9158771337,"Chinese, Fast Food",,,,"Breakfast,Home Delivery,Full Bar Available,Free Parking,Indoor Seating",,15.5794930000,73.7591250000,,https://www.zomato.com/goa/kavya-bar-and-restaurant-anjuna,Kavya Bar And Restaurant,Cash,500,2 mains + 2 beverages,-,"[['Mon', '10am – 2am'], ['Tue', '10am – 2am'], ['Wed', '10am – 2am'], ['Thu', '10am – 2am'], ['Fri', '10am – 2am'], ['Sat', '10am – 2am'], ['Sun', '10am – 2am']]",N,
"H-78(S), Queeny Nagar, Velsao Pale, Opposite Lions, Mormugao, Vasco, Goa",+91 7057136173,"Goan, South Indian, North Indian",,,,"Serves Alcohol,Indoor Seating,Smoking Area",,15.3859750000,73.8578075000,,https://www.zomato.com/goa/supraja-classic-family-restaurant-vasco,Supraja Classic Family Restaurant,Cash,500,2 mains + 2 beverages,-,"[['Mon', '11:30am – 3:30pm, 6:30pm – 11pm'], ['Tue', '11:30am – 3:30pm, 6:30pm – 11pm'], ['Wed', '11:30am – 3:30pm, 6:30pm – 11pm'], ['Thu', '11:30am – 3:30pm, 6:30pm – 11pm'], ['Fri', '11:30am – 3:30pm, 6:30pm – 11pm'], ['Sat', '11:30am – 3:30pm, 6:30pm – 11pm'], ['Sun', '11:30am – 3:30pm, 6:30pm – 11pm']]",N,
"Tambudki Resort Rio Goa, Arpora, Baga, Goa",+91 8322267300,"Italian, Chinese, North Indian, British, Arabian",,,,"Breakfast,Full Bar Available,Indoor Seating",,15.5649280000,73.7591450000,,https://www.zomato.com/goa/sweet-caju-resort-rio-baga,Sweet Caju - Resort Rio,Cash,"2,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,NEW,"[['Mon', '7:30am – 10:15am, 12:30pm – 3pm, 7:30pm – 10:30pm'], ['Tue', '7:30am – 10:15am, 12:30pm – 3pm, 7:30pm – 10:30pm'], ['Wed', '7:30am – 10:15am, 12:30pm – 3pm, 7:30pm – 10:30pm'], ['Thu', '7:30am – 10:15am, 12:30pm – 3pm, 7:30pm – 10:30pm'], ['Fri', '7:30am – 10:15am, 12:30pm – 3pm, 7:30pm – 10:30pm'], ['Sat', '7:30am – 10:15am, 12:30pm – 3pm, 7:30pm – 10:30pm'], ['Sun', '7:30am – 10:15am, 12:30pm – 3pm, 7:30pm – 10:30pm']]",N,
"Colomb Beach, Palolem, Goa",,"North Indian, Chinese, Italian",,,,"Serves Alcohol,Outdoor Seating,Table Reservation Not Required",,15.0031588000,74.0269884000,,https://www.zomato.com/goa/holiday-inn-cafe-palolem,Holiday Inn Cafe,Cash,600,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8am – 10pm'], ['Tue', '8am – 10pm'], ['Wed', '8am – 10pm'], ['Thu', '8am – 10pm'], ['Fri', '8am – 10pm'], ['Sat', '8am – 10pm'], ['Sun', '8am – 10pm']]",N,
"Porta Waddo, Behind ICICI Bank, Siolim Bardez, Arambol, Goa","0832 2270163,  +91 8221807740","North Indian, Chinese",,,,"Serves Alcohol,Outdoor Seating,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/la-casa-siolim-bar-restaurant-arambol,La Casa Siolim Bar & Restaurant,70,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '10am – 10pm'], ['Tue', '10am – 10pm'], ['Wed', '10am – 10pm'], ['Thu', '10am – 10pm'], ['Fri', '10am – 10pm'], ['Sat', '10am – 10pm'], ['Sun', '10am – 10pm']]",N,
"Near Koteshwar Lodge, Bicholim, Goa",+91 9823637050,"Chinese, Goan, North Indian",,,,"Full Bar Available,Indoor Seating",,undefined,undefined,,https://www.zomato.com/goa/mohnish-restaurant-1-bicholim,Mohnish Restaurant,Cash,550,2 mains + 2 beverages,-,"[['Mon', '11:30am – 3pm'], ['Tue', '11:30am – 3pm'], ['Wed', '11:30am – 3pm'], ['Thu', '11:30am – 3pm'], ['Fri', '11:30am – 3pm'], ['Sat', '11:30am – 3pm'], ['Sun', '11:30am – 3pm']]",N,
"Morjim Beach, Morjim, Goa",,Goan,,,,"Full Bar Available,Outdoor Seating",,15.6192870857,73.7318896875,,https://www.zomato.com/goa/shining-star-morjim,Shining Star,Cash,800,2 mains+ 2 drinks,-,"[['Mon', '8am – 12midnight'], ['Tue', '8am – 12midnight'], ['Wed', '8am – 12midnight'], ['Thu', '8am – 12midnight'], ['Fri', '8am – 12midnight'], ['Sat', '8am – 12midnight'], ['Sun', '8am – 12midnight']]",N,
Arambol Beach,,"Goan, North Indian, Chinese, Continental",,,,"Breakfast,Home Delivery,Serves Non Veg,Full Bar Available,Indoor Seating,Outdoor Seating,Table Reservation Not Required",,15.6905882925,73.7018388882,,https://www.zomato.com/goa/21-coconut-inn-arambol,21 Coconut Inn,Cash,"1,000",Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '7am – 3am'], ['Tue', '7am – 3am'], ['Wed', '7am – 3am'], ['Thu', '7am – 3am'], ['Fri', '7am – 3am'], ['Sat', '7am – 3am'], ['Sun', '7am – 3am']]",N,
"749, Ashvem-Morjim road near Marbela beach, Morjim, Goa",+91 7768816174,"North Indian, Nepalese, Russian, Italian",,,,"Home Delivery,Serves Alcohol,Indoor Seating,Smoking Area",,undefined,undefined,,https://www.zomato.com/goa/papa-jollys-morjim,Papa Jolly's,Cash,700,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '8:30am – 11pm'], ['Tue', '8:30am – 11pm'], ['Wed', '8:30am – 11pm'], ['Thu', '8:30am – 11pm'], ['Fri', '8:30am – 11pm'], ['Sat', '8:30am – 11pm'], ['Sun', '8:30am – 11pm']]",N,
"Thivam Gaon, Bicholim, Goa","0832 2298888,  +91 9422059477","Seafood, North Indian",,,,"Serves Alcohol,Outdoor Seating",,15.6078824383,73.9325648546,,https://www.zomato.com/goa/green-land-bicholim,Green Land,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '11am – 3pm, 6:30pm – 11pm'], ['Tue', '11am – 3pm, 6:30pm – 11pm'], ['Wed', '11am – 3pm, 6:30pm – 11pm'], ['Thu', '11am – 3pm, 6:30pm – 11pm'], ['Fri', '11am – 3pm, 6:30pm – 11pm'], ['Sat', '11am – 3pm, 6:30pm – 11pm'], ['Sun', '11am – 3pm, 6:30pm – 11pm']]",N,
"Shop 12/2, Upper Ground Floor, Near Sapna Market, Sector 37, Faridabad","00 1294360377,  +91 9331111163","Chinese, Italian, North Indian",,,,"Home Delivery,Full Bar Available,Indoor Seating",,28.4807019001,77.3073896393,,https://www.zomato.com/ncr/liquor-street-restro-bar-sector-37-faridabad,Liquor Street Restro & Bar,110,300,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,2.8,"[['Mon', '11am – 11pm'], ['Tue', '11am – 11pm'], ['Wed', '11am – 11pm'], ['Thu', '11am – 11pm'], ['Fri', '11am – 11pm'], ['Sat', '11am – 11pm'], ['Sun', '11am – 11pm']]",82,
"946 A, Escrivao Vaddo, Dr. Monteiro Road, Opposite Lawande's Supermarket / Rock 'n' Raaga, Arpora, Candolim Beach Road, Bardez, Candolim, Goa",+91 9370123455,"North Indian, Chinese, Continental, Seafood",,,,"Full Bar Available,Indoor Seating,Seaside,Table Reservation Not Required",,15.5617862759,73.7492747605,,https://www.zomato.com/goa/sea-pearl-candolim,Sea Pearl,50,700,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '9am – 11pm'], ['Tue', '9am – 11pm'], ['Wed', '9am – 11pm'], ['Thu', '9am – 11pm'], ['Fri', '9am – 11pm'], ['Sat', '9am – 11pm'], ['Sun', '9am – 11pm']]",N,
"Ocean Palms Resort, Gaura Vaddo, Calangute, Goa",0832 2277950,Finger Food,,,,"Full Bar Available,Indoor Seating,Outdoor Seating,Above 18 Only,Wifi",,15.5327160000,73.7652370000,,https://www.zomato.com/goa/beachcombers-calangute,Beachcombers,Cash,"2,000",6 pints of beer + 2 appetizers,-,"[['Mon', '7pm – 10:30pm'], ['Tue', '7pm – 10:30pm'], ['Wed', '7pm – 10:30pm'], ['Thu', '7pm – 10:30pm'], ['Fri', '7pm – 10:30pm'], ['Sat', '7pm – 10:30pm'], ['Sun', '7pm – 10:30pm']]",N,
"644, Ozran Beach Road, Vagator, Goa",+91 8894672760,"Mexican, Pizza",,,,"Full Bar Available,Table Reservation Not Required,Indoor Seating",,15.5950760000,73.7421940000,,https://www.zomato.com/goa/olde-mexico-vagator,Olde Mexico,Cash,800,Average of 2 appetizers + 2 mains + 2 beverages + 1 dessert,-,"[['Mon', '12noon – 12midnight'], ['Tue', '12noon – 12midnight'], ['Wed', '12noon – 12midnight'], ['Thu', '12noon – 12midnight'], ['Fri', '12noon – 12midnight'], ['Sat', '12noon – 12midnight'], ['Sun', '12noon – 12midnight']]",N,
"Vagator Beach Road, Vagator, Goa","+91 8326510350,  +91 8530392527",Seafood,,,,"Breakfast,Home Delivery,Full Bar Available,Indoor Seating,Outdoor Seating,Smoking Area",,15.5995088102,73.7390736490,,https://www.zomato.com/goa/moonlight-tibetan-restaurant-and-bar-vagator,Moonlight Tibetan Restaurant And Bar,Cash,700,6 pints of beer + 2 appetizers,-,"[['Mon', '9am – 10pm'], ['Tue', '9am – 10pm'], ['Wed', '9am – 10pm'], ['Thu', '9am – 10pm'], ['Fri', '9am – 10pm'], ['Sat', '9am – 10pm'], ['Sun', '9am – 10pm']]",N,
